session_id,player_id,game_title,date,session_duration_min,in_game_purchases_usd,level,platform,region,player_type,account_age_category,achievement_count,social_interactions,churn_flag
S00008735,P00011957,Mythic Quest,2024-06-12,21,11.44,31,PlayStation,OCE,,New,6,32,0
S00008736,P00011957,Mythic Quest,2024-06-19,137,,33,PlayStation,OCE,,New,38,69,No
S00008737,P00011957,Mythic Quest,2024-06-23,51,,35,PlayStation,OCE,,New,30,57,0
S00008738,P00011957,Mythic Quest,2024-07-02,19,17.65,37,PlayStation,OCE,,New,36,26,0
S00008739,P00011957,Mythic Quest,2024-08-01,58,,42,PlayStation,OCE,,New,35,,0
S00008740,P00011958,Mythic Quest,2024-04-28,80,,18,,SA,,new,10,17,0
S00008741,P00011958,Mythic Quest,2024-05-08,213,,20,,SA,,new,11,38,0
S00008742,P00011959,Mythic Quest,2024-04-23,187,0,47,,OCE,Casual,Intermediate,4,30,No
S00008743,P00011959,Mythic Quest,2024-06-21,107,,49,,OCE,Casual,Intermediate,13,58,0
S00008744,P00011959,Mythic Quest,2024-08-14,19,0,52,,OCE,Casual,Intermediate,-1,35,0
S00008745,P00011960,Mythic Quest,2024-05-28,71,0,1,Xbox,NA,Premium,veteran,5,40,0
S00008746,P00011960,Mythic Quest,2024-05-29,90,,3,Xbox,NA,Premium,veteran,37,22,0
S00008747,P00011960,Mythic Quest,2024-07-11,211,,5,Xbox,NA,Premium,veteran,40,,No
S00008748,P00011961,Mythic Quest,2024-04-18,135,0,44,pc,NA,Casual,Intermediate,-1,,0
S00008749,P00011961,Mythic Quest,2024-04-30,126,13.67,45,pc,NA,Casual,Intermediate,25,19,0
S00008750,P00011961,Mythic Quest,2024-05-07,81,,47,pc,NA,Casual,Intermediate,32,0,0
S00008751,P00011961,Mythic Quest,2024-06-15,110,,50,pc,NA,Casual,Intermediate,36,38,0
S00008752,P00011961,Mythic Quest,2024-07-28,154,15.84,52,pc,NA,Casual,Intermediate,50,22,0
S00008753,P00011962,Mythic Quest,2024-04-28,74,7.55,45,PlayStation,ASIA,free,Intermediate,20,29,1
S00008754,P00011963,Mythic Quest,2024-05-09,38,3.88,14,,EU,Free,New,24,3,0
S00008755,P00011963,Mythic Quest,2024-06-12,123,,16,,EU,Free,New,19,44,0
S00008756,P00011963,Mythic Quest,2024-07-25,29,15.35,18,,EU,Free,New,27,,No
S00008757,P00011963,Mythic Quest,2024-07-27,55,0,20,,EU,Free,New,26,39,0
S00008758,P00011964,Mythic Quest,2024-07-09,185,,15,PlayStation,NA,Free,,12,51,0
S00008759,P00011964,Mythic Quest,2024-08-10,63,,17,PlayStation,NA,Free,,11,23,0
S00008760,P00011965,Mythic Quest,2024-05-23,147,0,35,,SA,Whale,veteran,0,22,Yes
S00008761,P00011966,Mythic Quest,2024-05-03,21,0,4,PlayStation,OCE,Casual,veteran,13,41,0
S00008762,P00011966,Mythic Quest,2024-05-09,56,,6,PlayStation,OCE,Casual,veteran,9,31,0
S00008763,P00011966,Mythic Quest,2024-06-06,148,9.13,8,PlayStation,OCE,Casual,veteran,19,55,0
S00008764,P00011966,Mythic Quest,2024-06-11,178,,9,PlayStation,OCE,Casual,veteran,35,12,0
S00008765,P00011966,Mythic Quest,2024-07-04,80,,15,PlayStation,OCE,Casual,veteran,37,12,0
S00008766,P00011966,Mythic Quest,2024-07-24,127,,17,PlayStation,OCE,Casual,veteran,68,42,0
S00008767,P00011967,Mythic Quest,2024-04-29,NULL,9.33,10,PLAYSTATION,EU,PREMIUM,veteran,22,30,0
S00008768,P00011967,Mythic Quest,2024-05-24,71,10.36,11,PLAYSTATION,EU,PREMIUM,veteran,5,8,0
S00008769,P00011967,Mythic Quest,2024-05-28,56,0,13,PLAYSTATION,EU,PREMIUM,veteran,28,33,0
S00008770,P00011967,Mythic Quest,2024-06-11,81,,,PLAYSTATION,EU,PREMIUM,veteran,18,37,0
S00008771,P00011967,Mythic Quest,2024-06-23,203,0,20,PLAYSTATION,EU,PREMIUM,veteran,34,52,No
S00008772,P00011967,Mythic Quest,2024-08-05,109,,21,PLAYSTATION,EU,PREMIUM,veteran,42,30,0
S00008773,P00011968,Mythic Quest,2024-05-05,72,,13,,na,Casual,New,4,33,0
S00008774,P00011968,Mythic Quest,2024-05-13,NULL,,14,,na,Casual,New,4,31,0
S00008775,P00011968,Mythic Quest,2024-05-19,31,0,16,,na,Casual,New,27,6,0
S00008776,P00011968,Mythic Quest,2024-05-22,36,0,18,,na,Casual,New,24,34,0
S00008777,P00011968,Mythic Quest,2024-05-23,179,,20,,na,Casual,New,22,23,0
S00008778,P00011968,Mythic Quest,2024-06-29,185,3.29,27,,na,Casual,New,76,30,0
S00008779,P00011968,Mythic Quest,2024-07-11,22,,27,,na,Casual,New,64,56,0
S00008780,P00011968,Mythic Quest,2024-07-28,234,0,32,,na,Casual,New,73,50,0
S00008781,P00011969,Mythic Quest,2024-04-24,55,3.08,18,Xbox,SA,Premium,veteran,18,,0
S00008782,P00011969,Mythic Quest,2024-04-28,30,0,19,Xbox,SA,Premium,veteran,27,6,0
S00008783,P00011969,Mythic Quest,2024-05-04,44,5.12,21,Xbox,SA,Premium,veteran,25,34,0
S00008784,P00011969,Mythic Quest,2024-05-21,118,,22,Xbox,SA,Premium,veteran,33,40,0
S00008785,P00011969,Mythic Quest,2024-06-28,,,27,Xbox,SA,Premium,veteran,37,54,0
S00008786,P00011969,Mythic Quest,2024-07-06,145,5.07,29,Xbox,SA,Premium,veteran,58,25,0
S00008787,P00011969,Mythic Quest,2024-08-08,180,,33,Xbox,SA,Premium,veteran,45,10,0
S00008788,P00011970,Mythic Quest,2024-04-28,50,,5,pc,na,Free,New,5,26,0
S00008789,P00011970,Mythic Quest,2024-04-29,32,1.26,6,pc,na,Free,New,33,10,No
S00008790,P00011970,Mythic Quest,2024-06-08,96,0,8,pc,na,Free,New,23,25,No
S00008791,P00011971,Mythic Quest,2024-05-02,38,,36,PLAYSTATION,na,PREMIUM,new,10,8,0
S00008792,P00011971,Mythic Quest,2024-05-19,159,0,38,PLAYSTATION,na,PREMIUM,new,13,52,0
S00008793,P00011971,Mythic Quest,2024-05-25,28,,40,PLAYSTATION,na,PREMIUM,new,22,1,1
S00008794,P00011972,Mythic Quest,2024-04-30,14,9.50,6,PLAYSTATION,OCE,free,Veteran,2,19,0
S00008795,P00011972,Mythic Quest,2024-06-01,209,,8,PLAYSTATION,OCE,free,Veteran,21,22,0
S00008796,P00011972,Mythic Quest,2024-06-01,183,17.62,9,PLAYSTATION,OCE,free,Veteran,24,6,0
S00008797,P00011972,Mythic Quest,2024-06-09,,0,11,PLAYSTATION,OCE,free,Veteran,25,32,0
S00008798,P00011972,Mythic Quest,2024-07-07,119,,17,PLAYSTATION,OCE,free,Veteran,45,,0
S00008799,P00011972,Mythic Quest,2024-07-30,65,2.83,17,PLAYSTATION,OCE,free,Veteran,29,56,0
S00008800,P00011973,Mythic Quest,2024-05-04,,16.27,38,pc,EU,PREMIUM,Veteran,21,34,0
S00008801,P00011973,Mythic Quest,2024-06-01,56,0,40,pc,EU,PREMIUM,Veteran,11,35,0
S00008802,P00011973,Mythic Quest,2024-06-02,180,0.04,MAX,pc,EU,PREMIUM,Veteran,34,26,0
S00008803,P00011973,Mythic Quest,2024-07-06,100,,44,pc,EU,PREMIUM,Veteran,36,4,0
S00008804,P00011973,Mythic Quest,2024-07-14,119,17.10,49,pc,EU,PREMIUM,Veteran,47,3,0
S00008805,P00011973,Mythic Quest,2024-07-27,167,0,49,pc,EU,PREMIUM,Veteran,44,6,0
S00008806,P00011973,Mythic Quest,2024-08-03,116,,51,pc,EU,PREMIUM,Veteran,52,12,0
S00008807,P00011974,Mythic Quest,2024-06-24,80,,16,Xbox,na,Casual,,14,21,0
S00008808,P00011974,Mythic Quest,2024-06-26,29,5.20,18,Xbox,na,Casual,,,2,0
S00008809,P00011974,Mythic Quest,2024-07-02,168,0,21,Xbox,na,Casual,,31,26,0
S00008810,P00011975,Mythic Quest,2024-05-17,114,10.92,29,PlayStation,EU,,Intermediate,12,24,0
S00008811,P00011975,Mythic Quest,2024-05-24,86,6.16,30,PlayStation,EU,,Intermediate,27,36,No
S00008812,P00011975,Mythic Quest,2024-06-27,234,0,34,PlayStation,EU,,Intermediate,34,,0
S00008813,P00011975,Mythic Quest,2024-06-29,130,0,35,PlayStation,EU,,Intermediate,35,46,0
S00008814,P00011975,Mythic Quest,2024-07-06,172,3.60,40,PlayStation,EU,,Intermediate,46,9,0
S00008815,P00011975,Mythic Quest,2024-08-08,146,13.56,40,PlayStation,EU,,Intermediate,30,26,0
S00008816,P00011976,Mythic Quest,2024-04-22,14,,28,,,Free,new,9,16,0
S00008817,P00011976,Mythic Quest,2024-05-08,182,,30,,,Free,new,17,19,0
S00008818,P00011976,Mythic Quest,2024-06-12,148,0,32,,,Free,new,31,,0
S00008819,P00011976,Mythic Quest,2024-06-15,51,4.60,34,,,Free,new,33,5,0
S00008820,P00011976,Mythic Quest,2024-08-09,181,,36,,,Free,new,49,30,0
S00008821,P00011976,Mythic Quest,2024-08-09,90,9.51,42,,,Free,new,71,31,0
S00008822,P00011977,Mythic Quest,2024-04-26,210,0,50,PC,OCE,,new,10,8,0
S00008823,P00011977,Mythic Quest,2024-05-06,50,,51,PC,OCE,,new,25,13,0
S00008824,P00011977,Mythic Quest,2024-05-20,77,0,53,PC,OCE,,new,20,37,0
S00008825,P00011977,Mythic Quest,2024-06-13,195,18.58,56,PC,OCE,,new,26,36,0
S00008826,P00011977,Mythic Quest,2024-07-02,108,2.97,59,PC,OCE,,new,47,51,0
S00008827,P00011977,Mythic Quest,2024-07-22,108,24.55,62,PC,OCE,,new,66,,0
S00008828,P00011977,Mythic Quest,2024-07-30,29,,67,PC,OCE,,new,62,16,0
S00008829,P00011978,Mythic Quest,2024-06-17,24,0,47,pc,N/A,,Intermediate,4,38,0
S00008830,P00011978,Mythic Quest,2024-06-20,245,,49,pc,N/A,,Intermediate,44,43,0
S00008831,P00011978,Mythic Quest,2024-06-30,123,0,52,pc,N/A,,Intermediate,42,62,0
S00008832,P00011978,Mythic Quest,2024-07-03,208,0,55,pc,N/A,,Intermediate,35,52,0
S00008833,P00011979,Mythic Quest,2024-06-08,151,0,45,PC,N/A,,veteran,7,26,0
S00008834,P00011979,Mythic Quest,2024-06-23,154,15.01,47,PC,N/A,,veteran,24,12,0
S00008835,P00011980,Mythic Quest,2024-04-24,58,0,13,Xbox,na,Premium,Veteran,17,11,0
S00008836,P00011980,Mythic Quest,2024-05-05,158,0,15,Xbox,na,Premium,Veteran,14,17,0
S00008837,P00011980,Mythic Quest,2024-05-06,86,2.36,16,Xbox,na,Premium,Veteran,29,31,0
S00008838,P00011980,Mythic Quest,2024-06-18,197,0,21,Xbox,na,Premium,Veteran,40,18,No
S00008839,P00011980,Mythic Quest,2024-08-06,,11.94,23,Xbox,na,Premium,Veteran,49,37,0
S00008840,P00011980,Mythic Quest,2024-08-06,176,13.52,24,Xbox,na,Premium,Veteran,33,37,0
S00008841,P00011981,Mythic Quest,2024-05-15,119,7.90,47,Xbox,SA,PREMIUM,new,7,3,0
S00008842,P00011981,Mythic Quest,2024-06-03,38,0,49,Xbox,SA,PREMIUM,new,31,37,0
S00008843,P00011981,Mythic Quest,2024-06-13,149,0,50,Xbox,SA,PREMIUM,new,10,48,0
S00008844,P00011981,Mythic Quest,2024-06-20,211,10.17,54,Xbox,SA,PREMIUM,new,36,38,0
S00008845,P00011981,Mythic Quest,2024-06-24,29,2.10,57,Xbox,SA,PREMIUM,new,55,64,0
S00008846,P00011981,Mythic Quest,2024-07-10,151,0,57,Xbox,SA,PREMIUM,new,55,33,0
S00008847,P00011981,Mythic Quest,2024-08-12,120,10.08,59,Xbox,SA,PREMIUM,new,39,50,0
S00008848,P00011982,Mythic Quest,2024-05-31,111,,19,,,free,Intermediate,5,21,0
S00008849,P00011982,Mythic Quest,2024-06-28,,,,,,free,Intermediate,19,36,0
S00008850,P00011982,Mythic Quest,2024-07-17,72,,24,,,free,Intermediate,35,32,0
S00008851,P00011982,Mythic Quest,2024-07-19,161,,26,,,free,Intermediate,45,56,0
S00008852,P00011982,Mythic Quest,2024-07-28,59,,28,,,free,Intermediate,46,10,0
S00008853,P00011983,Mythic Quest,2024-04-30,13,0.22,49,,ASIA,Free,New,30,8,0
S00008854,P00011983,Mythic Quest,2024-05-06,209,10.25,51,,ASIA,Free,New,8,35,0
S00008855,P00011983,Mythic Quest,2024-05-28,171,,53,,ASIA,Free,New,-1,31,0
S00008856,P00011983,Mythic Quest,2024-06-06,24,0,54,,ASIA,Free,New,14,5,0
S00008857,P00011983,Mythic Quest,2024-07-13,82,,59,,ASIA,Free,New,41,4,0
S00008858,P00011983,Mythic Quest,2024-07-30,116,,62,,ASIA,Free,New,66,61,0
S00008859,P00011984,Mythic Quest,2024-04-22,20,0,23,PC,N/A,Premium,new,12,5,0
S00008860,P00011984,Mythic Quest,2024-07-20,85,0,25,PC,N/A,Premium,new,8,48,0
S00008861,P00011984,Mythic Quest,2024-07-26,175,4.14,27,PC,N/A,Premium,new,25,18,0
S00008862,P00011984,Mythic Quest,2024-08-13,139,,31,PC,N/A,Premium,new,41,29,0
S00008863,P00011985,Mythic Quest,2024-06-27,90,1.48,35,PlayStation,SA,Premium,new,29,2,0
S00008864,P00011985,Mythic Quest,2024-06-27,225,6.30,37,PlayStation,SA,Premium,new,24,57,0
S00008865,P00011987,Mythic Quest,2024-04-22,114,0,6,,SA,PREMIUM,Intermediate,9,21,0
S00008866,P00011987,Mythic Quest,2024-04-29,213,0,8,,SA,PREMIUM,Intermediate,25,49,0
S00008867,P00011987,Mythic Quest,2024-05-02,150,,9,,SA,PREMIUM,Intermediate,21,26,0
S00008868,P00011987,Mythic Quest,2024-05-04,110,0,11,,SA,PREMIUM,Intermediate,44,39,0
S00008869,P00011987,Mythic Quest,2024-06-19,110,5.04,17,,SA,PREMIUM,Intermediate,62,8,0
S00008870,P00011987,Mythic Quest,2024-07-31,112,0,16,,SA,PREMIUM,Intermediate,39,45,0
S00008871,P00011987,Mythic Quest,2024-08-12,73,12.93,20,,SA,PREMIUM,Intermediate,72,41,0
S00008872,P00011988,Mythic Quest,2024-04-20,31,5.70,23,pc,na,Casual,Veteran,15,34,0
S00008873,P00011988,Mythic Quest,2024-04-29,99,8.82,25,pc,na,Casual,Veteran,14,48,0
S00008874,P00011988,Mythic Quest,2024-05-17,62,0,,pc,na,Casual,Veteran,,20,0
S00008875,P00011988,Mythic Quest,2024-05-31,187,13.80,29,pc,na,Casual,Veteran,20,4,0
S00008876,P00011988,Mythic Quest,2024-06-20,173,0,31,pc,na,Casual,Veteran,30,6,0
S00008877,P00011988,Mythic Quest,2024-06-25,183,19.64,37,pc,na,Casual,Veteran,80,2,0
S00008878,P00011988,Mythic Quest,2024-07-03,134,17.34,MAX,pc,na,Casual,Veteran,55,59,0
S00008879,P00011988,Mythic Quest,2024-07-23,100,,MAX,pc,na,Casual,Veteran,57,57,1
S00008880,P00011989,Mythic Quest,2024-04-28,146,,18,PlayStation,NA,Premium,veteran,21,,0
S00008881,P00011989,Mythic Quest,2024-04-29,36,0,MAX,PlayStation,NA,Premium,veteran,12,,0
S00008882,P00011989,Mythic Quest,2024-05-02,14,14.33,21,PlayStation,NA,Premium,veteran,23,36,No
S00008883,P00011989,Mythic Quest,2024-05-25,145,0,23,PlayStation,NA,Premium,veteran,33,1,0
S00008884,P00011989,Mythic Quest,2024-05-26,154,,25,PlayStation,NA,Premium,veteran,21,10,0
S00008885,P00011989,Mythic Quest,2024-06-15,113,,32,PlayStation,NA,Premium,veteran,67,5,0
S00008886,P00011989,Mythic Quest,2024-07-08,214,0,34,PlayStation,NA,Premium,veteran,54,6,0
S00008887,P00011989,Mythic Quest,2024-07-21,150,0.63,36,PlayStation,NA,Premium,veteran,53,3,0
S00008888,P00011990,Mythic Quest,2024-05-12,96,,38,PLAYSTATION,na,Premium,,14,40,0
S00008889,P00011990,Mythic Quest,2024-06-18,46,,40,PLAYSTATION,na,Premium,,8,57,0
S00008890,P00011991,Mythic Quest,2024-05-03,140,,1,PC,N/A,Premium,New,16,16,0
S00008891,P00011991,Mythic Quest,2024-06-25,109,0,3,PC,N/A,Premium,New,32,22,0
S00008892,P00011991,Mythic Quest,2024-07-09,30,,6,PC,N/A,Premium,New,,35,0
S00008893,P00011991,Mythic Quest,2024-07-12,NULL,0,7,PC,N/A,Premium,New,15,4,0
S00008894,P00011991,Mythic Quest,2024-07-25,123,0,10,PC,N/A,Premium,New,50,10,0
S00008895,P00011991,Mythic Quest,2024-08-14,174,,14,PC,N/A,Premium,New,63,57,0
S00008896,P00011992,Mythic Quest,2024-04-16,201,6.48,31,,ASIA,Free,new,4,47,No
S00008897,P00011992,Mythic Quest,2024-04-20,71,0,32,,ASIA,Free,new,5,22,0
S00008898,P00011992,Mythic Quest,2024-06-03,154,0,35,,ASIA,Free,new,15,45,0
S00008899,P00011993,Mythic Quest,2024-05-31,20,,8,PlayStation,NA,Free,,24,20,0
S00008900,P00011993,Mythic Quest,2024-06-06,119,2.75,10,PlayStation,NA,Free,,11,42,0
S00008901,P00011993,Mythic Quest,2024-07-02,26,18.67,12,PlayStation,NA,Free,,24,2,0
S00008902,P00011993,Mythic Quest,2024-07-24,52,14.82,16,PlayStation,NA,Free,,33,14,0
S00008903,P00011993,Mythic Quest,2024-07-29,122,10.85,18,PlayStation,NA,Free,,56,18,0
S00008904,P00011994,Mythic Quest,2024-06-15,25,0,45,PC,ASIA,free,New,6,5,0
S00008905,P00011994,Mythic Quest,2024-06-17,144,,47,PC,ASIA,free,New,49,33,No
S00008906,P00011994,Mythic Quest,2024-07-03,223,,50,PC,ASIA,free,New,34,,No
S00008907,P00011994,Mythic Quest,2024-07-06,185,,51,PC,ASIA,free,New,36,21,0
S00008908,P00011994,Mythic Quest,2024-07-25,39,0,56,PC,ASIA,free,New,47,59,0
S00008909,P00011994,Mythic Quest,2024-08-01,85,16.54,55,PC,ASIA,free,New,58,3,0
S00008910,P00011995,Mythic Quest,2024-04-28,44,0,30,Xbox,EU,Premium,new,13,28,0
S00008911,P00011995,Mythic Quest,2024-05-02,63,16.54,31,Xbox,EU,Premium,new,10,33,0
S00008912,P00011995,Mythic Quest,2024-07-11,44,,34,Xbox,EU,Premium,new,15,36,0
S00008913,P00011995,Mythic Quest,2024-07-20,91,22.06,37,Xbox,EU,Premium,new,48,44,0
S00008914,P00011995,Mythic Quest,2024-07-22,210,,39,Xbox,EU,Premium,new,54,55,0
S00008915,P00011995,Mythic Quest,2024-08-04,112,0.40,MAX,Xbox,EU,Premium,new,36,50,0
S00008916,P00011996,Mythic Quest,2024-07-05,58,,33,PLAYSTATION,OCE,Casual,veteran,32,16,0
S00008917,P00011996,Mythic Quest,2024-07-12,123,,35,PLAYSTATION,OCE,Casual,veteran,14,48,0
S00008918,P00011996,Mythic Quest,2024-07-13,79,16.98,37,PLAYSTATION,OCE,Casual,veteran,15,26,0
S00008919,P00011997,Mythic Quest,2024-05-06,117,0.10,33,,EU,Casual,Veteran,-1,,No
S00008920,P00011997,Mythic Quest,2024-05-25,84,,34,,EU,Casual,Veteran,25,7,0
S00008921,P00011997,Mythic Quest,2024-06-04,96,0,36,,EU,Casual,Veteran,20,31,0
S00008922,P00011997,Mythic Quest,2024-07-08,170,0,39,,EU,Casual,Veteran,41,35,0
S00008923,P00011998,Mythic Quest,2024-05-12,NULL,,42,,SA,Premium,Intermediate,30,22,0
S00008924,P00011998,Mythic Quest,2024-05-24,56,0,43,,SA,Premium,Intermediate,15,35,0
S00008925,P00011999,Mythic Quest,2024-05-31,131,20.32,3,PC,OCE,free,,11,,0
S00008926,P00011999,Mythic Quest,2024-06-17,67,20.88,5,PC,OCE,free,,29,30,0
S00008927,P00011999,Mythic Quest,2024-07-05,138,0,8,PC,OCE,free,,36,8,0
S00008928,P00011999,Mythic Quest,2024-08-08,163,15.03,11,PC,OCE,free,,27,15,0
S00008929,P00012000,Mythic Quest,2024-06-07,27,0,2,PLAYSTATION,,free,,12,22,0
S00008930,P00012000,Mythic Quest,2024-06-17,75,,4,PLAYSTATION,,free,,34,8,0
S00008931,P00012000,Mythic Quest,2024-08-08,67,0,7,PLAYSTATION,,free,,48,66,0
S00008932,P00012001,Mythic Quest,2024-05-13,16,0,17,PLAYSTATION,OCE,free,veteran,18,17,No
S00008933,P00012001,Mythic Quest,2024-05-24,172,0,19,PLAYSTATION,OCE,free,veteran,23,22,1
S00008934,P00012002,Mythic Quest,2024-05-02,142,0,5,PLAYSTATION,na,Free,new,29,,0
S00008935,P00012002,Mythic Quest,2024-05-26,23,0,7,PLAYSTATION,na,Free,new,30,30,0
S00008936,P00012002,Mythic Quest,2024-06-24,25,,10,PLAYSTATION,na,Free,new,14,3,0
S00008937,P00012002,Mythic Quest,2024-07-01,42,0,12,PLAYSTATION,na,Free,new,51,64,0
S00008938,P00012002,Mythic Quest,2024-07-26,74,0,15,PLAYSTATION,na,Free,new,32,49,0
S00008939,P00012002,Mythic Quest,2024-08-14,239,0,19,PLAYSTATION,na,Free,new,39,66,0
S00008940,P00012003,Mythic Quest,2024-04-27,205,4.01,36,,N/A,PREMIUM,New,20,35,0
S00008941,P00012003,Mythic Quest,2024-06-19,120,5.66,38,,N/A,PREMIUM,New,-1,60,0
S00008942,P00012003,Mythic Quest,2024-07-25,118,0,40,,N/A,PREMIUM,New,32,5,No
S00008943,P00012004,Mythic Quest,2024-04-22,56,2.00,14,,N/A,PREMIUM,,7,,No
S00008944,P00012004,Mythic Quest,2024-05-12,19,14.21,15,,N/A,PREMIUM,,23,16,0
S00008945,P00012004,Mythic Quest,2024-05-14,139,15.50,17,,N/A,PREMIUM,,15,,1
S00008946,P00012005,Mythic Quest,2024-04-16,107,0,43,PC,ASIA,free,New,16,29,0
S00008947,P00012005,Mythic Quest,2024-04-16,20,14.12,44,PC,ASIA,free,New,17,3,0
S00008948,P00012005,Mythic Quest,2024-04-29,131,0,47,PC,ASIA,free,New,29,19,No
S00008949,P00012005,Mythic Quest,2024-04-30,53,0,48,PC,ASIA,free,New,34,4,0
S00008950,P00012005,Mythic Quest,2024-05-10,60,7.76,49,PC,ASIA,free,New,38,,0
S00008951,P00012005,Mythic Quest,2024-07-08,139,,53,PC,ASIA,free,New,48,47,0
S00008952,P00012005,Mythic Quest,2024-08-12,,,55,PC,ASIA,free,New,48,14,0
S00008953,P00012006,Mythic Quest,2024-05-19,,,34,,na,,,26,53,0
S00008954,P00012006,Mythic Quest,2024-05-28,44,0,36,,na,,,7,16,0
S00008955,P00012006,Mythic Quest,2024-06-12,139,5.13,37,,na,,,26,4,0
S00008956,P00012006,Mythic Quest,2024-07-16,228,,42,,na,,,-1,28,0
S00008957,P00012006,Mythic Quest,2024-07-20,35,,45,,na,,,-1,70,0
S00008958,P00012006,Mythic Quest,2024-07-23,200,,48,,na,,,76,54,0
S00008959,P00012007,Mythic Quest,2024-05-04,51,116.94,18,,na,Whale,,5,12,0
S00008960,P00012007,Mythic Quest,2024-06-28,73,116.90,20,,na,Whale,,36,40,0
S00008961,P00012007,Mythic Quest,2024-07-02,NULL,114.26,22,,na,Whale,,16,50,0
S00008962,P00012007,Mythic Quest,2024-07-25,166,,25,,na,Whale,,54,27,0
S00008963,P00012008,Mythic Quest,2024-04-28,149,0,MAX,,na,free,Veteran,5,,0
S00008964,P00012008,Mythic Quest,2024-05-20,168,,5,,na,free,Veteran,13,33,0
S00008965,P00012008,Mythic Quest,2024-06-03,69,0,MAX,,na,free,Veteran,19,27,0
S00008966,P00012008,Mythic Quest,2024-07-03,161,0,12,,na,free,Veteran,39,68,0
S00008967,P00012008,Mythic Quest,2024-07-05,214,8.56,14,,na,free,Veteran,49,28,0
S00008968,P00012008,Mythic Quest,2024-07-09,43,,14,,na,free,Veteran,40,34,0
S00008969,P00012009,Mythic Quest,2024-05-10,186,13.87,38,PlayStation,na,free,new,11,9,0
S00008970,P00012009,Mythic Quest,2024-05-27,,,40,PlayStation,na,free,new,21,51,0
S00008971,P00012009,Mythic Quest,2024-06-06,137,11.59,41,PlayStation,na,free,new,13,33,0
S00008972,P00012009,Mythic Quest,2024-06-08,39,,43,PlayStation,na,free,new,25,18,0
S00008973,P00012009,Mythic Quest,2024-07-03,13,,46,PlayStation,na,free,new,38,53,0
S00008974,P00012009,Mythic Quest,2024-07-20,209,0,49,PlayStation,na,free,new,56,,No
S00008975,P00012009,Mythic Quest,2024-07-31,61,0,54,PlayStation,na,free,new,66,0,0
S00008976,P00012009,Mythic Quest,2024-08-04,85,13.53,52,PlayStation,na,free,new,66,49,0
S00008977,P00012010,Mythic Quest,2024-04-30,NULL,,47,PLAYSTATION,NA,free,,25,37,0
S00008978,P00012010,Mythic Quest,2024-05-01,87,2.06,48,PLAYSTATION,NA,free,,15,40,0
S00008979,P00012010,Mythic Quest,2024-06-14,39,,50,PLAYSTATION,NA,free,,11,4,0
S00008980,P00012010,Mythic Quest,2024-07-01,121,4.09,54,PLAYSTATION,NA,free,,32,33,0
S00008981,P00012010,Mythic Quest,2024-07-06,110,13.83,57,PLAYSTATION,NA,free,,49,13,0
S00008982,P00012011,Mythic Quest,2024-05-07,14,,11,Xbox,EU,Casual,new,-1,32,0
S00008983,P00012011,Mythic Quest,2024-06-07,12,,13,Xbox,EU,Casual,new,34,34,0
S00008984,P00012011,Mythic Quest,2024-06-16,199,0,15,Xbox,EU,Casual,new,27,30,0
S00008985,P00012011,Mythic Quest,2024-06-25,203,,17,Xbox,EU,Casual,new,19,29,0
S00008986,P00012011,Mythic Quest,2024-07-03,184,,19,Xbox,EU,Casual,new,31,16,0
S00008987,P00012011,Mythic Quest,2024-08-10,176,0,22,Xbox,EU,Casual,new,42,5,0
S00008988,P00012012,Mythic Quest,2024-05-15,109,0,MAX,Xbox,NA,PREMIUM,veteran,2,2,0
S00008989,P00012012,Mythic Quest,2024-05-24,37,0,8,Xbox,NA,PREMIUM,veteran,7,3,0
S00008990,P00012012,Mythic Quest,2024-07-02,145,,11,Xbox,NA,PREMIUM,veteran,35,39,0
S00008991,P00012012,Mythic Quest,2024-07-08,123,9.63,15,Xbox,NA,PREMIUM,veteran,24,44,0
S00008992,P00012013,Mythic Quest,2024-06-06,70,0,30,,NA,Whale,,4,16,0
S00008993,P00012013,Mythic Quest,2024-06-09,61,49.71,31,,NA,Whale,,7,19,0
S00008994,P00012013,Mythic Quest,2024-07-31,75,206.94,35,,NA,Whale,,29,,0
S00008995,P00012014,Mythic Quest,2024-06-10,132,0,35,PLAYSTATION,SA,free,,9,4,0
S00008996,P00012014,Mythic Quest,2024-06-12,56,0,MAX,PLAYSTATION,SA,free,,30,,0
S00008997,P00012014,Mythic Quest,2024-07-06,190,0,39,PLAYSTATION,SA,free,,16,41,0
S00008998,P00012014,Mythic Quest,2024-07-23,,,42,PLAYSTATION,SA,free,,50,9,0
S00008999,P00012015,Mythic Quest,2024-05-03,198,0,49,PlayStation,SA,free,,10,7,0
S00009000,P00012015,Mythic Quest,2024-06-09,110,23.06,51,PlayStation,SA,free,,7,55,No
S00009001,P00012015,Mythic Quest,2024-07-25,215,,54,PlayStation,SA,free,,48,18,0
S00009002,P00012015,Mythic Quest,2024-08-14,234,,57,PlayStation,SA,free,,-1,59,0
S00009003,P00012016,Mythic Quest,2024-04-28,137,0,49,pc,N/A,Whale,Intermediate,30,49,0
S00009004,P00012016,Mythic Quest,2024-05-03,97,92.27,50,pc,N/A,Whale,Intermediate,16,35,0
S00009005,P00012016,Mythic Quest,2024-06-26,157,,53,pc,N/A,Whale,Intermediate,26,,0
S00009006,P00012016,Mythic Quest,2024-06-27,65,0,56,pc,N/A,Whale,Intermediate,52,20,0
